utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv
2016-05-01T08:04:53Z,2016-05-01 00:04:53,1462089893,14.099079327381,9,0.931281205537111,9,33.0796727819846,9,1.4560380952381,9,13.87,9,276.46,9,7.36579067541687,1,47.8748884966502,1,85.73,9,1.73,8.1235333,9,2.709
2016-05-01T08:09:52Z,2016-05-01 00:09:52,1462090192,14.1240074170378,9,0.931819277115218,9,33.0795762149939,9,1.48143492063492,9,13.88,9,276.77,9,7.3393965217042,1,48.0014171205881,1,85.84,9,2.28,8.1191396,9,2.708
2016-05-01T08:14:52Z,2016-05-01 00:14:52,1462090492,14.1005903629396,1,0.931305662148793,1,33.0793438045406,1,1.4560380952381,1,13.86,1,275.77,1,7.28681629477377,1,48.254474368464,1,85.5,1,2.3,8.1235333,1,2.709
2016-05-01T08:19:55Z,2016-05-01 00:19:55,1462090795,14.1360907015766,1,0.932014930860843,1,33.0769486107762,1,1.42429206349206,1,13.89,1,275.94,1,7.23972931676403,1,48.4822258915523,1,85.6,1,2.3,8.1235333,1,2.709
2016-05-01T08:24:52Z,2016-05-01 00:24:52,1462091092,14.081700170703,1,0.930792035315098,1,33.0752180672763,1,1.41794285714286,1,13.86,1,273.86,1,7.3130718497755,1,48.1279457445261,1,84.9,1,2.32,8.1191396,1,2.708
2016-05-01T08:29:52Z,2016-05-01 00:29:52,1462091392,14.01894965792,1,0.929569175392149,1,33.0806548939074,1,1.42429206349206,1,13.79,1,273.17,1,7.25017394551922,1,48.4316144419771,1,84.57,1,2.34,8.1147459,1,2.707
2016-05-01T08:34:53Z,2016-05-01 00:34:53,1462091693,14.0144113847054,1,0.92947133762219,1,33.0807103552752,1,1.40524444444444,1,13.79,1,273.23,1,7.27633334433111,1,48.3050858180392,1,84.57,1,2.36,8.1103522,1,2.706
2016-05-01T08:39:52Z,2016-05-01 00:39:52,1462091992,13.9977686344571,1,0.928908796968623,1,33.0726558489946,1,1.44333968253968,1,13.77,1,273.21,1,7.40816676247602,1,47.6724426983494,1,84.55,1,2.39,8.1103522,1,2.706
2016-05-01T08:44:52Z,2016-05-01 00:44:52,1462092292,14.1119221331527,1,0.931012093929374,1,33.0579867424298,1,1.4560380952381,1,13.85,1,289.75,1,7.47741321465654,1,47.3434682761108,1,89.81,1,2.39,8.1147459,1,2.707
2016-05-01T08:49:52Z,2016-05-01 00:49:52,1462092592,14.0507096712869,1,0.92998491510241,1,33.0698457845818,1,1.47508571428571,1,13.82,1,279.78,1,7.56869587775033,1,46.9132709547217,1,86.66,1,2.45,8.1147459,1,2.707
2016-05-01T08:54:52Z,2016-05-01 00:54:52,1462092892,14.1209862835386,1,0.931403445194564,1,33.065704619522,1,1.55127619047619,1,13.85,1,292.69,1,7.65537688379177,1,46.5083793581203,1,90.73,1,2.48,8.1191396,1,2.708
2016-05-01T08:59:52Z,2016-05-01 00:59:52,1462093192,14.0892568340361,1,0.930840934659767,1,33.0706651077228,1,1.50048253968254,1,13.85,1,283.15,1,7.70446717742706,1,46.280627835032,1,87.76,1,2.48,8.1191396,1,2.708
2016-05-01T09:03:07Z,2016-05-01 01:03:07,1462093387,14.0756542768904,1,0.930498520734875,1,33.0687782060052,1,1.50048253968254,1,13.82,1,279.23,1,7.61194246110497,1,46.710825156421,1,86.49,1,2.55,8.1191396,1,2.708
2016-05-01T09:08:07Z,2016-05-01 01:08:07,1462093687,14.0839672518204,1,0.930694184101281,1,33.0693927774799,1,1.50048253968254,1,13.89,1,277.42,1,7.63906685929933,1,46.5842965324831,1,86.07,1,2.59,8.1191396,1,2.708
2016-05-01T09:13:07Z,2016-05-01 01:13:07,1462093987,14.0937904566853,1,0.930889843164782,1,33.068709605254,1,1.51318095238095,1,13.87,1,276.94,1,7.66081947547051,1,46.4830736333327,1,85.89,1,2.59,8.1235333,1,2.709
2016-05-01T09:18:07Z,2016-05-01 01:18:07,1462094287,14.0922792804109,1,0.930840925516577,1,33.0680691186193,1,1.49413333333333,1,13.89,1,279.42,1,7.63363609060348,1,46.6096022572706,1,86.69,1,2.63,8.1235333,1,2.709
2016-05-01T09:23:07Z,2016-05-01 01:23:07,1462094587,14.0907680728617,1,0.93079199990777,1,33.0674638295103,1,1.51953015873016,1,13.9,1,277.91,1,7.70446717742706,1,46.280627835032,1,86.24,1,2.67,8.1235333,1,2.709
2016-05-01T09:28:07Z,2016-05-01 01:28:07,1462094887,14.0900124573586,1,0.930767549075946,1,33.0671083349937,1,1.47508571428571,1,13.9,1,277.05,1,7.7373284340366,1,46.1287934863064,1,85.97,1,2.72,8.1191396,1,2.708
2016-05-01T09:33:07Z,2016-05-01 01:33:07,1462095187,14.1187203514016,1,0.931281146093034,1,33.0628067790897,1,1.51318095238095,1,13.91,1,277.59,1,7.71540893554605,1,46.2300163854568,1,86.17,1,2.76,8.1147459,1,2.707
2016-05-01T09:38:07Z,2016-05-01 01:38:07,1462095487,14.0650727578687,1,0.930180559483368,1,33.0652632471282,1,1.46873650793651,1,13.87,1,277.35,1,7.77029803298911,1,45.9769591375809,1,86.01,1,2.81,8.1147459,1,2.707
2016-05-01T09:43:07Z,2016-05-01 01:43:07,1462095787,13.6055661298166,1,0.922550318679549,1,33.1578014157061,1,1.29095873015873,1,13.36,1,257.55,1,7.66626503094281,1,46.4577679085451,1,78.96,1,2.81,8.1191396,1,2.708
2016-05-01T09:48:07Z,2016-05-01 01:48:07,1462096087,13.238000528936,1,0.914479955343539,1,33.1527805943328,1,1.32270476190476,1,13.15,1,247.68,1,7.7373284340366,1,46.1287934863064,1,75.58,1,2.86,8.0795963,1,2.699
