utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv,co2,temp_raw,cond_raw,fluoro_raw,trans_raw
2016-11-01T08:03:06Z,2016-11-01 00:03:06,1477987386,15.6924236938967,9,0.96158693004302,9,32.9101191900759,9,8.39572063492064,9,15.48,9,240.93,9,2.36030934796858,1,78.9756242605984,1,77.38,9,3.94,8.0927774,9,2.702,,,,,
2016-11-01T08:08:07Z,2016-11-01 00:08:07,1477987687,15.6628449801909,9,0.961268960287484,9,32.9226430710184,9,8.17349841269841,9,15.48,9,242.74,9,2.40526969809151,1,78.6213441135721,1,77.96,9,3.94,8.0795963,9,2.699,,,,,
2016-11-01T08:18:06Z,2016-11-01 00:18:06,1477988286,15.6709803061391,1,0.961171069730267,1,32.9121130929806,1,8.24333968253968,1,15.49,1,234.58,1,2.55443617431918,1,77.4572807733429,1,75.36,1,3.9,8.0795963,1,2.699,,,,,
2016-11-01T08:23:07Z,2016-11-01 00:23:07,1477988587,15.6628449801909,1,0.961073238301456,1,32.9151268100667,1,8.23064126984127,1,15.5,1,235.77,1,2.44073804595083,1,78.3429811409086,1,75.75,1,3.88,8.08399,1,2.7,,,,,
2016-11-01T08:28:06Z,2016-11-01 00:28:06,1477988886,15.6746778856648,1,0.961342322222404,1,32.9155737243627,1,8.23699047619048,1,15.51,1,237.22,1,2.66613761104834,1,76.5968861305649,1,76.23,1,3.85,8.08399,1,2.7,,,,,
2016-11-01T08:33:07Z,2016-11-01 00:33:07,1477989187,15.6894663549314,1,0.961635880230125,1,32.9144216509844,1,8.31318095238095,1,15.51,1,235.25,1,2.55770376378217,1,77.4319750485554,1,75.61,1,3.82,8.0927774,1,2.702,,,,,
2016-11-01T08:38:08Z,2016-11-01 00:38:08,1477989488,15.6628449801909,1,0.961073230064434,1,32.9151604622991,1,8.38302222222222,1,15.5,1,237.14,1,2.47957480581352,1,78.0393124434575,1,76.19,1,3.82,8.0971711,1,2.703,,,,,
2016-11-01T08:43:06Z,2016-11-01 00:43:06,1477989786,15.6332544275162,1,0.960535065714598,1,32.9192774263656,1,8.30683174603175,1,15.47,1,238.29,1,2.46985146644191,1,78.1152296178203,1,76.52,1,3.79,8.0927774,1,2.702,,,,,
2016-11-01T08:48:06Z,2016-11-01 00:48:06,1477990086,15.6280748626922,1,0.960241488137875,1,32.9123703342999,1,8.38302222222222,1,15.46,1,240.79,1,2.48606228844376,1,77.9887009938823,1,77.3,1,3.75,8.1059585,1,2.705,,,,,
2016-11-01T08:53:07Z,2016-11-01 00:53:07,1477990387,15.6547087589208,1,0.960583931088948,1,32.9032420216366,1,8.49730793650794,1,15.49,1,240.39,1,2.53159289531826,1,77.6344208468561,1,77.23,1,3.71,8.1059585,1,2.705,,,,,
2016-11-01T08:58:06Z,2016-11-01 00:58:06,1477990686,15.6280748626922,1,0.960192555906192,1,32.9104983196599,1,8.39572063492064,1,15.48,1,240.21,1,2.4536668809892,1,78.2417582417582,1,77.14,1,3.67,8.1103522,1,2.706,,,,,
2016-11-01T09:03:07Z,2016-11-01 01:03:07,1477990987,15.6177146439518,1,0.959727732861721,1,32.9013610728742,1,8.51635555555556,1,15.46,1,240.86,1,2.47309152919787,1,78.0899238930327,1,77.33,1,3.63,8.1147459,1,2.707,,,,,
2016-11-01T09:08:09Z,2016-11-01 01:08:09,1477991289,15.6672825416823,1,0.960339222056231,1,32.8834370099331,1,8.83381587301587,1,15.5,1,243.22,1,2.57405774602302,1,77.3054464246174,1,78.14,1,3.63,8.1323207,1,2.711,,,,,
2016-11-01T09:13:06Z,2016-11-01 01:13:06,1477991586,15.6961202012913,1,0.960901862430078,1,32.8808695608648,1,8.8592126984127,1,15.52,1,242.38,1,2.63315452783969,1,76.8499433784408,1,77.92,1,3.58,8.1323207,1,2.711,,,,,
2016-11-01T09:18:07Z,2016-11-01 01:18:07,1477991887,15.6968594805971,1,0.961146522619771,1,32.8895984027467,1,8.78302222222222,1,15.52,1,242.44,1,2.59699834650908,1,77.1283063511043,1,77.92,1,3.54,8.1147459,1,2.707,,,,,
2016-11-01T09:23:07Z,2016-11-01 01:23:07,1477992187,15.7035126617969,1,0.961170968110642,1,32.884988636205,1,8.84016507936508,1,15.54,1,242.22,1,2.55443617431918,1,77.4572807733429,1,77.89,1,3.49,8.127927,1,2.71,,,,,
