utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv
2016-04-01T08:03:08Z,2016-04-01 00:03:08,1459497788,13.6739932419804,9,0.920373228013784,9,33.0114057550817,9,3.78619682539683,9,13.48,9,313.12,9,2.31236081027385,1,79.3552101324122,1,96.27,9,2.49,-99999,9,0.018
2016-04-01T08:08:07Z,2016-04-01 00:08:07,1459498087,13.4967104730389,9,0.91690058203221,9,33.0254493524816,9,3.95127619047619,9,13.38,9,322.99,9,2.27416682776731,1,79.6588788298633,1,99.09,9,2.96,-99999,9,0.018
2016-04-01T08:13:07Z,2016-04-01 00:13:07,1459498387,13.4563239285907,1,0.916240319574255,1,33.0338952853376,1,3.94492698412698,1,13.33,1,311.3,1,2.23295397190937,1,79.9878532521019,1,95.39,1,2.99,-99999,4,0.018
2016-04-01T08:18:07Z,2016-04-01 00:18:07,1459498687,13.4890920880741,1,0.916509266434336,1,33.0163286659219,1,3.71000634920635,1,13.36,1,303.18,1,2.24878497611488,1,79.861324628164,1,92.97,1,3.02,-99999,4,0.018
2016-04-01T08:23:07Z,2016-04-01 00:23:07,1459498987,13.467756360286,1,0.915971241609992,1,33.0131823997022,1,3.06873650793651,3,13.33,1,298.75,1,2.08535491507661,1,81.1772223171187,1,91.54,1,3.06,-99999,4,0.018
2016-04-01T08:28:07Z,2016-04-01 00:28:07,1459499287,13.4502258960556,1,0.915359832265173,1,33.0037863493958,1,2.74492698412698,1,13.35,1,295.63,1,2.02320160702762,1,81.6833368128705,1,90.62,1,3.06,-99999,4,0.018
2016-04-01T08:33:07Z,2016-04-01 00:33:07,1459499587,13.4753769822145,1,0.915897843403425,1,33.0036387368317,1,2.68778412698413,1,13.32,1,295.35,1,2.01391183996619,1,81.7592539872333,1,90.48,1,3.09,-99999,4,0.018
2016-04-01T08:38:07Z,2016-04-01 00:38:07,1459499887,13.4159149219879,1,0.915017517031653,1,33.0197354892932,1,2.87191111111111,1,13.29,1,296.44,1,2.02320160702762,1,81.6833368128705,1,90.76,1,3.13,-99999,4,0.018
2016-04-01T08:43:07Z,2016-04-01 00:43:07,1459500187,13.3762464879543,1,0.914406177578224,1,33.0295178361745,1,2.96714920634921,1,13.24,1,298.11,1,2.04180707123635,1,81.531502464145,1,91.17,1,3.16,-99999,4,0.018
2016-04-01T08:48:07Z,2016-04-01 00:48:07,1459500487,13.3480076695681,1,0.913941555645546,1,33.0353008525091,1,3.17667301587302,1,13.24,1,299.72,1,2.05733811158304,1,81.404973840207,1,91.65,1,3.2,-99999,4,0.018
2016-04-01T08:53:07Z,2016-04-01 00:53:07,1459500787,13.3510610444018,1,0.914137212003013,1,33.0405343926749,1,3.35445079365079,1,13.23,1,302.27,1,2.10095379012919,1,81.0506936931807,1,92.42,1,3.24,-99999,4,0.018
2016-04-01T08:58:07Z,2016-04-01 00:58:07,1459501087,13.344190770411,1,0.913966025145986,1,33.0395994117529,1,3.34810158730159,1,13.22,1,301.7,1,2.1103248081326,1,80.974776518818,1,92.23,1,3.24,-99999,4,0.018
2016-04-01T09:03:07Z,2016-04-01 01:03:07,1459501387,13.3335023849157,1,0.913721475446145,1,33.0390212482604,1,3.31000634920635,1,13.2,1,301.6,1,2.09159154550271,1,81.1266108675435,1,92.15,1,3.28,-99999,4,0.018
2016-04-01T09:08:07Z,2016-04-01 01:08:07,1459501687,13.3419005345785,1,0.914161697415956,1,33.0494729649985,1,3.99572063492063,3,13.22,1,310.98,1,2.22662858094746,1,80.0384647016771,1,95.05,1,3.32,-99999,4,0.018
2016-04-01T09:13:07Z,2016-04-01 01:13:07,1459501987,13.3189942009341,1,0.91377043478446,1,33.0535935263975,1,3.83699047619048,3,13.19,1,314.39,1,2.21083258605386,1,80.1649933256151,1,96.05,1,3.36,-99999,4,0.018
2016-04-01T09:18:07Z,2016-04-01 01:18:07,1459502287,13.2937888807795,1,0.913379180039036,1,33.0597135391642,1,4.02111746031746,1,13.17,1,314.76,1,2.23611816841971,1,79.9625475273144,1,96.1,1,3.4,-99999,4,0.018
2016-04-01T09:23:07Z,2016-04-01 01:23:07,1459502587,13.2983723174916,1,0.913574831088728,1,33.0636233019238,1,4.12270476190476,1,13.18,1,317.76,1,2.22346738523047,1,80.0637704264647,1,97.05,1,3.45,-99999,4,0.018
2016-04-01T09:28:07Z,2016-04-01 01:28:07,1459502887,13.2785086670384,1,0.913208019041778,1,33.0660902953896,1,4.09730793650794,1,13.13,1,312.49,1,2.26146784896334,1,79.7601017290136,1,95.34,1,3.49,-99999,4,0.018
2016-04-01T09:33:07Z,2016-04-01 01:33:07,1459503187,13.186759728106,1,0.911373942645326,1,33.0718635022628,1,3.57032380952381,3,13.1,1,309.36,1,2.14162510975533,1,80.7217192709421,1,94.31,1,3.53,-99999,4,0.018
2016-04-01T09:38:07Z,2016-04-01 01:38:07,1459503487,13.2043539355308,1,0.91186305347523,1,33.0762847256411,1,3.38619682539683,1,12.97,1,295.77,1,2.07289331077724,1,81.278445216269,1,89.9,1,3.53,-99999,4,0.018
2016-04-01T09:43:07Z,2016-04-01 01:43:07,1459503787,13.1768132871009,1,0.911129395177757,1,33.0706340384016,1,3.78619682539683,3,13.1,1,308.99,1,2.18876002777606,1,80.3421333991282,1,94.2,1,3.58,-99999,4,0.018
2016-04-01T09:48:07Z,2016-04-01 01:48:07,1459504087,13.0918303536528,1,0.910249181066705,1,33.1090645242934,1,3.08143492063492,4,12.56,1,258.57,1,2.02630011481107,1,81.6580310880829,1,77.87,3,3.62,-99999,4,0.018
2016-04-01T09:53:07Z,2016-04-01 01:53:07,1459504387,12.0462883468848,1,0.891201131190515,1,33.2496381989352,1,1.59572063492064,3,11.95,1,214.19,1,1.72711971703674,1,84.1379921172667,1,63.62,1,3.67,-99999,4,0.018
2016-04-01T09:58:07Z,2016-04-01 01:58:07,1459504687,11.7799776962118,1,0.886115536754522,1,33.2755381407189,1,1.3608,4,11.76,1,202.78,1,1.6105041553967,1,85.1249153839828,1,59.98,1,3.71,-99999,4,0.018
2016-04-01T10:03:07Z,2016-04-01 02:03:07,1459504987,11.6605178388172,1,0.883866199444991,1,33.288458583324,1,1.18937142857143,1,11.59,1,199.07,1,1.53645958011233,1,85.7575585036725,1,58.65,1,3.71,-99999,4,0.018
2016-04-01T10:08:08Z,2016-04-01 02:08:08,1459505288,11.4742944122186,1,0.880272203796168,1,33.3048962823762,1,0.865561904761905,1,11.44,1,187.26,1,1.51288064167561,1,85.9600043019732,1,54.98,1,3.76,-99999,4,0.018
2016-04-01T10:13:07Z,2016-04-01 02:13:07,1459505587,11.3982573723793,1,0.878756400229544,1,33.3094850520041,1,0.757625396825397,1,11.37,1,183.35,1,1.50699458381054,1,86.0106157515484,1,53.74,1,3.8,-99999,4,0.018
2016-04-01T10:18:07Z,2016-04-01 02:18:07,1459505887,11.3935513934235,1,0.87863415404585,1,33.308570331653,1,0.763974603174603,1,11.35,1,183.15,1,1.44832377488605,1,86.5167302473002,1,53.66,1,3.84,-99999,4,0.018
2016-04-01T10:23:07Z,2016-04-01 02:23:07,1459506187,11.3472594211696,1,0.877851819661254,1,33.3173497625009,1,0.725879365079365,1,11.3,1,179.02,1,1.43370970068784,1,86.6432588712381,1,52.39,1,3.88,-99999,4,0.018
2016-04-01T10:28:07Z,2016-04-01 02:28:07,1459506487,11.3315604186758,1,0.877533991763745,1,33.3180947308306,1,0.719530158730159,1,11.31,1,179.98,1,1.42495149661071,1,86.7191760456009,1,52.68,1,3.93,-99999,4,0.018
2016-04-01T10:33:07Z,2016-04-01 02:33:07,1459506787,11.3009374373756,1,0.8769961423846,1,33.3230188637998,1,0.656038095238095,1,11.25,1,176.12,1,1.46003043087084,1,86.4155073481498,1,51.48,1,3.97,-99999,4,0.018
