utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv,co2,temp_raw,cond_raw,fluoro_raw,trans_raw
2016-07-01T08:03:06Z,2016-07-01 00:03:06,1467360186,10.5080288101841,9,0.860592333546586,9,33.3438803862904,9,3.17667301587302,9,10.63,9,147.35,9,1.94604930293228,1,82.3159799325602,1,42.46,9,1.69,7.7852184,9,2.632,,,,,
2016-07-01T08:08:06Z,2016-07-01 00:08:06,1467360486,10.5080288101841,9,0.860323406123117,9,33.3322448599048,9,3.28460952380952,9,10.63,9,147.73,9,1.84511125945294,1,83.1510688505507,1,42.56,9,0.76,7.776431,9,2.63,,,,,
2016-07-01T08:13:06Z,2016-07-01 00:13:06,1467360786,10.4905549596477,1,0.859956726575592,1,33.332432491595,1,3.29095873015873,1,10.59,1,147.03,1,1.83902642449889,1,83.2016803001259,1,42.32,1,0.65,7.776431,1,2.63,,,,,
2016-07-01T08:23:06Z,2016-07-01 00:23:06,1467361386,10.426977385957,1,0.858685586810978,1,33.3358193295601,1,3.24651428571429,1,10.55,1,143.66,1,1.86643738654754,1,82.9739287770376,1,41.32,1,0.45,7.7632499,1,2.627,,,,,
2016-07-01T08:28:06Z,2016-07-01 00:28:06,1467361686,10.3705045188124,1,0.857658919904369,1,33.3432424446464,1,3.30365714285714,1,10.51,1,140.54,1,1.90616411923375,1,82.6449543547989,1,40.38,1,0.45,7.7632499,1,2.627,,,,,
2016-07-01T08:33:06Z,2016-07-01 00:33:06,1467361986,10.3553844295857,1,0.857365585085077,1,33.3444306705821,1,3.25286349206349,1,10.53,1,139.53,1,1.94604930293228,1,82.3159799325602,1,40.11,1,0.27,7.7544625,1,2.625,,,,,
2016-07-01T08:38:06Z,2016-07-01 00:38:06,1467362286,10.5143818711576,1,0.860861251121234,1,33.3496563371486,1,3.14492698412698,1,10.53,1,138.26,1,1.87253892859646,1,82.9233173274624,1,39.74,1,0.27,7.7500688,1,2.624,,,,,
2016-07-01T08:43:06Z,2016-07-01 00:43:06,1467362586,10.3036334040028,1,0.856412258535089,1,33.3506865992641,1,3.18302222222222,1,10.4,1,137.23,1,1.90616411923375,1,82.6449543547989,1,39.33,1,0.19,7.7500688,1,2.624,,,,,
2016-07-01T08:53:06Z,2016-07-01 00:53:06,1467363186,10.2382935310926,1,0.854921127986919,1,33.3461019160102,1,3.35445079365079,1,10.35,1,136.21,1,1.84206837916071,1,83.1763745753383,1,38.99,1,0.03,7.7456751,1,2.623,,,,,
2016-07-01T08:58:06Z,2016-07-01 00:58:06,1467363486,10.2398879038211,1,0.854896675954771,1,33.3435740335219,1,3.44968888888889,1,10.39,1,136.18,1,1.97067333733908,1,82.1135341342595,1,39.02,1,-0.04,7.7456751,1,2.623,,,,,
2016-07-01T09:03:06Z,2016-07-01 01:03:06,1467363786,10.2669867504977,1,0.855458896627943,1,33.3430445952763,1,3.40524444444444,1,10.36,1,135.32,1,1.97067333733908,1,82.1135341342595,1,38.75,1,-0.1,7.7412814,1,2.622,,,,,
2016-07-01T09:08:06Z,2016-07-01 01:08:06,1467364086,10.2175634185523,1,0.854456681888426,1,33.3450128118525,1,3.42429206349206,1,10.32,1,134.76,1,1.94912399333518,1,82.2906742077727,1,38.55,1,-0.1,7.7368877,1,2.621,,,,,
