utc_time,pst_time,unix_time,temp,temp_flg,cond,cond_flg,sal,sal_flg,fluor,fluor_flg,otemp,otemp_flg,do2,do2_flg,ba,ba_flg,trans,trans_flg,osat,osat_flg,tide,ph,ph_flg,phrawv
2016-06-01T08:03:07Z,2016-06-01 00:03:07,1464768187,14.6785324673701,9,0.946470655405711,9,33.1813408424476,9,1.01794285714286,9,14.57,9,260.13,9,1.10052361320841,1,89.5787229465986,1,81.92,9,1.21,8.0971711,9,2.703
2016-06-01T08:08:07Z,2016-06-01 00:08:07,1464768487,14.7744144684858,9,0.948500870253984,9,33.1788607880442,9,1.0623873015873,9,14.71,9,262.8,9,1.12031798449866,1,89.4015828730855,1,83,9,0.92,8.1059585,9,2.705
2016-06-01T08:13:07Z,2016-06-01 00:13:07,1464768787,14.8925963945193,1,0.951020326911675,1,33.1764416242687,1,1.14492698412698,1,14.57,1,268.29,1,1.18563389019462,1,88.8195512029709,1,84.49,1,0.86,8.1235333,1,2.709
2016-06-01T08:18:07Z,2016-06-01 00:18:07,1464769087,14.7586924147714,1,0.948011636541458,1,33.173165603135,1,1.15127619047619,1,14.7,1,268.56,1,1.17709019150669,1,88.8954683773337,1,84.81,1,0.8,8.1147459,1,2.707
2016-06-01T08:23:07Z,2016-06-01 00:23:07,1464769387,14.9120258492444,1,0.95124044823395,1,33.1684783080779,1,1.21476825396825,1,14.72,1,270.23,1,1.1657099361574,1,88.996691276484,1,85.36,1,0.75,8.1323207,1,2.711
2016-06-01T08:28:07Z,2016-06-01 00:28:07,1464769687,14.8791422235422,1,0.950628935752729,1,33.1726521200397,1,1.17667301587302,1,14.75,1,272,1,1.15434261710884,1,89.0979141756344,1,85.98,1,0.75,8.1367144,1,2.712
2016-06-01T08:33:07Z,2016-06-01 00:33:07,1464769987,14.9717765933337,1,0.952561358734572,1,33.1690459781313,1,1.22746666666667,1,14.82,1,273.87,1,1.16855378606679,1,88.9713855516964,1,86.71,1,0.7,8.1455018,1,2.714
2016-06-01T08:38:07Z,2016-06-01 00:38:07,1464770287,15.1283917319744,1,0.955863664462422,1,33.164229914606,1,1.29095873015873,1,14.93,1,283.29,1,1.21988186736619,1,88.5158825055198,1,89.92,1,0.66,8.1498955,1,2.715
2016-06-01T08:43:07Z,2016-06-01 00:43:07,1464770587,15.0941140592674,1,0.955178741281033,1,33.1667600827858,1,1.26556190476191,1,14.88,1,279.28,1,1.19988962911728,1,88.6930225790329,1,88.54,1,0.62,8.1498955,1,2.715
2016-06-01T08:48:07Z,2016-06-01 00:48:07,1464770887,15.097840666588,1,0.955178729712973,1,33.1635989395205,1,1.31000634920635,1,14.83,1,278.02,1,1.23418654800739,1,88.3893538815819,1,88.05,1,0.59,8.1455018,1,2.714
2016-06-01T08:53:07Z,2016-06-01 00:53:07,1464771187,14.8058484790725,1,0.949038977505691,1,33.1731000588673,1,1.11953015873016,1,14.65,1,279.2,1,1.10900211788208,1,89.5028057722358,1,88.08,1,0.56,8.1411081,1,2.713
